GRIP Oxygen Isotopes

REFERENCES:		

Johnsen, S.J., H.B. Clausen, W. Dansgaard, N.S. Gundestrup, C.U. Hammer, U.
Andersen, K.K. Andersen, C.S. Hvidberg, D. Dahl-Jensen, J.P. Steffensen, H.
Shoji, A.E. Sveinbjörnsdóttir, J.W.C. White, J. Jouzel, and D. Fisher.
1997. The d18O record along the Greenland Ice Core Pproject deep ice core
and the problem of possible Eemian climatic instability. Journal of
Geophysical Research 102:26397-26410.

Dansgaard, W., S.J. Johnsen, H.B. Clausen, D. Dahl-Jensen, N.S. Gundestrup,
C.U. Hammer, C.S. Hvidberg, J.P. Steffensen, A.E. Sveinbjörnsdóttir, J.
Jouzel, and G.C. Bond. 1993. Evidence for general instability of past
climate from a 250 kyr ice-core record. Nature 264:218-220.

GRIP Members. 1993. Climate instability during the last interglacial period
recorded in the GRIP ice core. Nature 364:203-207.

Grootes, P.M., M. Stuiver, J.W.C. White, S.J. Johnsen, and J. Jouzel. 1993.
Comparison of oxygen isotope records from the GISP2 and GRIP Greenland ice
cores. Nature 366:552-554.

Dansgaard, W., J.W.C. White, and S.J. Johnsen. 1989. The abrupt termination
of the Younger Dryas climate event. Nature 339:532-533.

DATA DESCRIPTION:
		
This data set contains 55cm average delta 18-O values from the GRIP core. 
These data were used in the construction of the glaciological timescale 
given in the file gripage.dat and reproduced here.

DATA:

Depth (m)	del18O	Age (yrs BP)
2664.20	-38.74	86118
2664.75	-38.46	86217
2665.30	-39.35	86312
2665.85	-39.04	86422
2666.40	-38.34	86527
2666.95	-38.65	86621
2667.50	-38.48	86720
2668.05	-38.19	86816
2668.60	-38.22	86909
2669.15	-37.98	87002
2669.70	-37.98	87093
2670.25	-38.25	87183
2670.80	-38.86	87278
2671.35	-38.52	87381
2671.90	-38.12	87480
2672.45	-37.57	87573
2673.00	-37.84	87660
2673.55	-38.13	87750
2674.10	-37.74	87844
2674.65	-37.83	87933
2675.20	-37.7	88024
2675.75	-37.46	88113
2676.30	-37.94	88200
2676.85	-37.61	88293
2677.40	-38.3	88382
2677.95	-38.07	88479
2678.50	-37.89	88574
2679.05	-39.28	88667
2679.60	-38.85	88782
2680.15	-39.08	88889
2680.70	-38.94	89001
2681.25	-39.27	89110
2681.80	-39.07	89225
2682.35	-39.61	89337
2682.90	-39.39	89460
2683.45	-39.09	89579
2684.00	-39.13	89692
2684.55	-38.99	89806
2685.10	-39.62	89918
2685.65	-39.37	90043
2686.20	-39.78	90163
2686.75	-40.06	90291
2687.30	-39.54	90427
2687.85	-39.59	90551
2688.40	-39.66	90676
2688.95	-39.36	90803
2689.50	-39.32	90924
2690.05	-39.85	91045
2690.60	-39.29	91177
2691.15	-39.22	91298
2691.70	-39.39	91417
2692.25	-39.62	91540
2692.80	-39.35	91669
2693.35	-40.01	91792
2693.90	-39.63	91930
2694.45	-39.38	92059
2695.00	-39.44	92184
2695.55	-39.55	92309
2696.10	-39.8	92438
2696.65	-39.53	92573
2697.20	-39.01	92702
2697.75	-39.85	92820
2698.30	-39.29	92957
2698.85	-39.09	93081
2699.40	-39.19	93202
2699.95	-39.18	93325
2700.50	-39.32	93449
2701.05	-39.22	93575
2701.60	-39.37	93700
2702.15	-39.16	93828
2702.70	-39.13	93952
2703.25	-39.45	94076
2703.80	-38.92	94206
2704.35	-39.26	94326
2704.90	-38.5	94454
2705.45	-38.87	94567
2706.00	-38.97	94687
2706.55	-38.75	94810
2707.10	-38.94	94928
2707.65	-38.82	95050
2708.20	-38.99	95171
2708.75	-38.99	95295
2709.30	-38.72	95419
2709.85	-39.08	95538
2710.40	-38.63	95665
2710.95	-38.25	95783
2711.50	-38.61	95895
2712.05	-39.53	96014
2712.60	-38.64	96152
2713.15	-38.65	96272
2713.70	-39.09	96392
2714.25	-38.91	96521
2714.80	-38.5	96647
2715.35	-38.39	96765
2715.90	-38.16	96882
2716.45	-38.68	96995
2717.00	-38.37	97117
2717.55	-38.44	97235
2718.10	-38.33	97354
2718.65	-38.47	97471
2719.20	-38.29	97591
2719.75	-38.29	97708
2720.30	-38.34	97825
2720.85	-38.47	97944
2721.40	-37.52	98065
2721.95	-38.27	98171
2722.50	-37.68	98290
2723.05	-38	98399
2723.60	-37.64	98513
2724.15	-37.86	98623
2724.70	-37.58	98735
2725.25	-37.41	98844
2725.80	-37.71	98951
2726.35	-37.95	99063
2726.90	-37.6	99178
2727.45	-38.05	99288
2728.00	-37.69	99406
2728.55	-37.71	99518
2729.10	-37.94	99631
2729.65	-37.6	99748
2730.20	-37.5	99860
2730.75	-37.41	99970
2731.30	-37.36	100080
2731.85	-37.12	100189
2732.40	-37.42	100296
2732.95	-37.11	100406
2733.50	-37.37	100513
2734.05	-36.76	100624
2734.60	-36.79	100727
2735.15	-36.94	100831
2735.70	-37.02	100936
2736.25	-36.6	101044
2736.80	-36.61	101146
2737.35	-36.93	101249
2737.90	-37.16	101355
2738.45	-36.69	101465
2739.00	-36.73	101570
2739.55	-36.7	101675
2740.10	-36.42	101780
2740.65	-36.96	101883
2741.20	-36.38	101992
2741.75	-36.48	102094
2742.30	-36.5	102198
2742.85	-36.01	102302
2743.40	-36.16	102401
2743.95	-36.12	102503
2744.50	-36	102604
2745.05	-35.64	102704
2745.60	-36.1	102801
2746.15	-36.58	102903
2746.70	-36.75	103010
2747.25	-36.4	103119
2747.80	-35.91	103225
2748.35	-36.11	103326
2748.90	-35.45	103429
2749.45	-35.95	103527
2750.00	-36.45	103629
2750.55	-36.31	103736
2751.10	-37.35	103843
2751.65	-39.12	103963
2752.20	-37.51	104118
2752.75	-37.81	104242
2753.30	-39.29	104370
2753.85	-38.25	104531
2754.40	-36.81	104669
2754.95	-36.83	104783
2755.50	-38.43	104898
2756.05	-38.99	105041
2756.60	-38.92	105196
2757.15	-38	105351
2757.70	-36.8	105485
2758.25	-35.76	105602
2758.80	-35.49	105707
2759.35	-35.67	105809
2759.90	-36.34	105914
2760.45	-36.93	106026
2761.00	-37.55	106146
2761.55	-37.5	106275
2762.10	-37.82	106405
2762.65	-37.63	106540
2763.20	-38.07	106672
2763.75	-38.24	106812
2764.30	-37.76	106957
2764.85	-37.84	107092
2765.40	-37.93	107230
2765.95	-37.81	107369
2766.50	-37.83	107507
2767.05	-37.7	107645
2767.60	-37.87	107782
2768.15	-38.44	107922
2768.70	-38.05	108074
2769.25	-37.7	108218
2769.80	-38.02	108356
2770.35	-37.53	108501
2770.90	-38.23	108637
2771.45	-37.77	108786
2772.00	-38.04	108927
2772.55	-38.66	109074
2773.10	-38.7	109235
2773.65	-38.53	109397
2774.20	-39.17	109556
2774.75	-39.32	109732
2775.30	-38.82	109913
2775.85	-38.75	110080
2776.40	-39.07	110247
2776.95	-38.72	110422
2777.50	-38.76	110588
2778.05	-39.09	110756
2778.60	-39.44	110933
2779.15	-38.61	111122
2779.70	-37.22	111287
2780.25	-36.94	111425
2780.80	-38.76	111558
2781.35	-38.86	111729
2781.90	-38.83	111903
2782.45	-39.19	112077
2783.00	-38.83	112262
2783.55	-38.68	112437
2784.10	-38.71	112608
2784.65	-38.64	112781
2785.20	-37.68	112952
2785.75	-37.74	113102
2786.30	-37.64	113254
2786.85	-37.44	113405
2787.40	-38.09	113551
2787.95	-36.19	113712
2788.50	-34.18	113840
2789.05	-34.13	113950
2789.60	-34.35	114060
2790.15	-33.49	114171
2790.70	-33.43	114278
2791.25	-33.77	114384
2791.80	-34.14	114493
2792.35	-34.69	114605
2792.90	-34.94	114721
2793.45	-34.4	114839
2794.00	-34.11	114953
2794.55	-34.27	115066
2795.10	-34.25	115180
2795.65	-32.26	115294
2796.20	-31.73	115400
2796.75	-34.98	115505
2797.30	-31.82	115627
2797.85	-33.31	115733
2798.40	-34.16	115844
2798.95	-34.43	115960
2799.50	-35.31	116078
2800.05	-35.32	116204
2800.60	-35.2	116331
2801.15	-35.48	116457
2801.70	-35.19	116587
2802.25	-34.96	116714
2802.80	-34.91	116839
2803.35	-35.09	116964
2803.90	-35.58	117091
2804.45	-36.61	117224
2805.00	-37.35	117371
2805.55	-37.89	117533
2806.10	-38.09	117706
2806.65	-38.29	117885
2807.20	-37.72	118070
2807.75	-37.73	118242
2808.30	-38.56	118414
2808.85	-34.89	118609
2809.40	-32.11	118738
2809.95	-32.19	118853
2810.50	-33.67	118968
2811.05	-32.91	119089
2811.60	-31.98	119207
2812.15	-32.26	119324
2812.70	-32.87	119441
2813.25	-32.63	119560
2813.80	-32.17	119678
2814.35	-32.46	119796
2814.90	-34.78	119916
2815.45	-35.19	120049
2816.00	-35.25	120187
2816.55	-34.69	120326
2817.10	-34.3	120460
2817.65	-34.82	120590
2818.20	-35.08	120726
2818.75	-35.29	120866
2819.30	-35.34	121008
2819.85	-36.32	121151
2820.40	-36.27	121308
2820.95	-36.48	121465
2821.50	-37.1	121626
2822.05	-37.09	121799
2822.60	-36.7	121973
2823.15	-36.08	122140
2823.70	-36.05	122297
2824.25	-36.4	122453
2824.80	-36.41	122617
2825.35	-36.77	122780
2825.90	-36.56	122952
2826.45	-36.7	123119
2827.00	-36.64	123290
2827.55	-36.79	123461
2828.10	-37.39	123635
2828.65	-37.12	123822
2829.20	-36.92	124004
2829.75	-36.38	124183
2830.30	-36.1	124351
2830.85	-36.84	124516
2831.40	-37.18	124695
2831.95	-36.93	124881
2832.50	-37.12	125063
2833.05	-37.72	125250
2833.60	-37.32	125452
2834.15	-37.46	125645
2834.70	-37.4	125842
2835.25	-37.84	126038
2835.80	-37.42	126247
2836.35	-35.87	126445
2836.90	-33.21	126613
2837.45	-32.3	126754
2838.00	-31.87	126892
2838.55	-31.73	127030
2839.10	-32.13	127168
2839.65	-32.56	127307
2840.20	-31.95	127448
2840.75	-32.77	127587
2841.30	-32.73	127730
2841.85	-32.1	127873
2842.40	-31.89	128015
2842.95	-31.97	128157
2843.50	-31.79	128300
2844.05	-31.55	128443
2844.60	-32.02	128586
2845.15	-32.09	128730
2845.70	-31.6	128875
2846.25	-32.27	129020
2846.80	-35.42	129167
2847.35	-36.18	129340
2847.90	-31.68	129527
2848.45	-31.56	129674
2849.00	-32.81	129822
2849.55	-32.08	129973
2850.10	-31.74	130123
2850.65	-32.06	130273
2851.20	-32.16	130424
2851.75	-34.62	130575
2852.30	-35.17	130744
2852.85	-31.87	130921
2853.40	-35.05	131074
2853.95	-35.16	131250
2854.50	-35.65	131429
2855.05	-36.36	131616
2855.60	-31.58	131817
2856.15	-31.85	131973
2856.70	-32.33	132130
2857.25	-31.84	132288
2857.80	-34.93	132446
2858.35	-38.34	132627
2858.90	-38.42	132891
2859.45	-34.02	133159
2860.00	-31.94	133332
2860.55	-31.71	133493
2861.10	-32.05	133655
2861.65	-35.42	133818
2862.20	-36.7	134012
2862.75	-36	134232
2863.30	-38.72	134438
2863.85	-38.96	134728
2864.40	-35.84	135031
2864.95	-35.46	135236
2865.50	-36.71	135435
2866.05	-37.28	135661
2866.60	-38.28	135904
2867.15	-36.22	136183
2867.70	-37.27	136401
2868.25	-39.8	136647
2868.80	-39.74	137007
2869.35	-37.99	137365
2869.90	-37.93	137639
2870.45	-33.59	137912
2871.00	-36.75	138096
2871.55	-36.5	138333
2872.10	-36.68	138565
2872.65	-38.67	138803
2873.20	-38.61	139113
2873.75	-39.23	139422
2874.30	-38.82	139764
2874.85	-39.12	140086
2875.40	-39.76	140425
2875.95	-39.88	140805
2876.50	-39.45	141194
2877.05	-40.18	141557
2877.60	-40.06	141972
2878.15	-39.91	142379
2878.70	-38.69	142778
2879.25	-39.38	143105
2879.80	-39.07	143472
2880.35	-39.33	143823
2880.90	-39.29	144191
2881.45	-39.25	144557
2882.00	-41.23	144923
2882.55	-40.77	145454
2883.10	-40.2	145940
2883.65	-40.34	146379
2884.20	-41.2	146831
2884.75	-40.23	147368
2885.30	-40.27	147815
2885.85	-40.31	148268
2886.40	-40.05	148726
2886.95	-40.58	149165
2887.50	-40.45	149652
2888.05	-40.26	150129
2888.60	-39.63	150592
2889.15	-39.86	151008
2889.70	-39.79	151443
2890.25	-39.6	151874
2890.80	-39.4	152294
2891.35	-39.73	152702
2891.90	-39.67	153136
2892.45	-39.44	153567
2893.00	-36.62	153983
2893.55	-39.85	154267
2894.10	-39.96	154718
2894.65	-40.37	155182
2895.20	-39.45	155683
2895.75	-39.12	156112
2896.30	-39.28	156519
2896.85	-40.54	156940
2897.40	-40.46	157469
2897.95	-39.94	157993
2898.50	-36.55	158472
2899.05	-39.7	158767
2899.60	-39.7	159231
2900.15	-39.45	159697
2900.70	-40.25	160146
2901.25	-39.91	160666
2901.80	-40.13	161157
2902.35	-39.66	161671
2902.90	-38.34	162147
2903.45	-38.8	162534
2904.00	-39.63	162951
2904.55	-39.05	163432
2905.10	-39.36	163871
2905.65	-38.1	164336
2906.20	-37.4	164720
2906.75	-37.89	165073
2907.30	-37.24	165451
2907.85	-37.84	165800
2908.40	-38.88	166180
2908.95	-37.78	166624
2909.50	-37.07	167005
2910.05	-37.5	167355
2910.60	-38.28	167726
2911.15	-37.71	168141
2911.70	-37.21	168527
2912.25	-38.09	168892
2912.80	-38.02	169303
2913.35	-37.9	169713
2913.90	-37.93	170118
2914.45	-37.85	170527
2915.00	-39.03	170935
2915.55	-32.97	171422
2916.10	-31.87	171696
2916.65	-32.26	171964
2917.20	-36.9	172235
2917.75	-37.92	172608
2918.30	-36.66	173034
2918.85	-34.27	173401
2919.40	-36.96	173702
2919.95	-38.84	174086
2920.50	-37.54	174586
2921.05	-38.3	175004
2921.60	-39.73	175471
2922.15	-39.29	176061
2922.70	-39.6	176611
2923.25	-38.31	177195
2923.80	-39.14	177675
2924.35	-39.96	178223
2924.90	-38.91	178857
2925.45	-39.28	179391
2926.00	-40.32	179963
2926.55	-38.1	180653
2927.10	-37.81	181137
2927.65	-37.94	181604
2928.20	-38.95	182083
2928.75	-34.29	182643
2929.30	-36.05	182981
2929.85	-37.94	183373
2930.40	-32.65	183865
2930.95	-36.75	184186
2931.50	-37.26	184616
2932.05	-37.39	185076
2932.60	-37.53	185546
2933.15	-36.94	186028
2933.70	-36.82	186480
2934.25	-36.71	186928
2934.80	-37.16	187374
2935.35	-37.53	187848
2935.90	-37.27	188347
2936.45	-37.32	188834
2937.00	-37.74	189327
2937.55	-37.4	189852
2938.10	-37.61	190357
2938.65	-38.33	190880
2939.20	-38.27	191462
2939.75	-38.43	192043
2940.30	-37.13	192642
2940.85	-37.42	193149
2941.40	-37.5	193679
2941.95	-37.14	194218
2942.50	-37.3	194737
2943.05	-37.05	195271
2943.60	-36.46	195793
2944.15	-36.83	196285
2944.70	-36.69	196801
2945.25	-36.65	197314
2945.80	-37.99	197828
2946.35	-38.66	198441
2946.90	-37.03	199121
2947.45	-36.88	199670
2948.00	-36.88	200215
2948.55	-37.23	200765
2949.10	-37.33	201342
2949.65	-38.28	201931
2950.20	-37.24	202606
2950.75	-37.03	203198
2951.30	-37.31	203781
2951.85	-38.05	204389
2952.40	-39.48	205064
2952.95	-37.85	205913
2953.50	-38.07	206582
2954.05	-38	207277
2954.60	-37.24	207972
2955.15	-37.46	208606
2955.70	-37.47	209264
2956.25	-37.17	209928
2956.80	-36.74	210575
2957.35	-36	211195
2957.90	-36.56	211774
2958.45	-36.8	212393
2959.00	-35.93	213034
2959.55	-36.93	213626
2960.10	-36.47	214289
2960.65	-35.21	214926
2961.20	-36.39	215497
2961.75	-36.6	216140
2962.30	-35.93	216804
2962.85	-34.7	217430
2963.40	-36.2	218002
2963.95	-36.36	218657
2964.50	-35.62	219331
2965.05	-35.07	219964
2965.60	-35.73	220575
2966.15	-36.76	221228
2966.70	-36.51	221960
2967.25	-34.13	222680
2967.80	-36.1	223278
2968.35	-36.2	223983
2968.90	-35.62	224702
2969.45	-35.84	225390
2970.00	-37.08	226100
2970.55	-37.14	226919
2971.10	-36.9	227753
2971.65	-36.75	228573
2972.20	-36.75	229387
2972.75	-36.95	230212
2973.30	-36.88	231065
2973.85	-36.74	231921
2974.40	-36.67	232773
2974.95	-36.7	233628
2975.50	-37	234497
2976.05	-36.85	235408
2976.60	-36.13	236313
2977.15	-36.3	237162
2977.70	-36.61	238035
2978.25	-36.88	238950
2978.80	-37.07	239905
2979.35	-37.17	240894
2979.90	-37.69	241908
2980.45	-37.78	243005
2981.00	-37.37	244130
2981.55	-37.84	245211
2982.10	-38.2	246377
2982.65	-37.5	247618
2983.20	-37.11	248763
