state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
TN,KTNHUNTL2,Huntland,4,62,35.007,-86.273,1061,Davis Vantage Vue (Wireless),135.073
SC,KSCFORTM7,Fort Mill,27,200,35.007,-80.949,656,Ambient Weather WS-1400-IP (Wireless),115.724
TN,KTNCOLLI16,Collierville,60,31,35.009,-89.675,0,Netatmo,276.361
SC,KSCSPART10,Spartanburg,52,70,35.009,-81.944,794,Acurite 5 in 1,68.796
AR,KARAUSTI4,Austin,47,,35.011,-91.99,289,Bloomsky,371.821
AR,MHUSA4,Houston,,,35.012,-92.723,,,399.458
SC,KSCGAFFN14,Gaffney,10,38,35.013,-81.649,720,AcuRite Pro Weather Center,84.302
SC,KSCCOLON2,Colonial Village,4,10,35.013,-80.873,0,Netatmo,119.699
TN,KTNAPISO3,Apison,60,19,35.014,-85.022,0,Netatmo,74.924
SC,MAS179,Tigerville,,9,35.015,-82.361,,,62.525
TN,KTNCOPPE2,Copperhill,18,83,35.016,-84.343,1800,AcuRite Pro Weather Center,57.224
SC,MA1089,Fort Mill,,4,35.016,-80.966,,,115.896
AL,MC4875,Ardmore,,,35.016,-86.771,,,151.14
SC,KSCPICKE15,Pickens,,18,35.017,-82.669,1040,Ambient Weather WS-1400-IP (Wireless),37.857
TN,KTNTIFTO2,Tiftonia,27,5,35.018,-85.405,0,Netatmo,95.8
TN,KTNCHATT78,Chattanooga,6 minutes,57,35.018,-85.406,755,Ambient Weather WS-1400-IP (Wireless),95.816
TN,KTNAPISO4,Apison,60,3,35.018,-85.026,860,AcuRite Pro Weather Center,74.834
SC,MTT382,Sunset,,4,35.018,-82.769,,,31.172
SC,KSCINMAN4,Inman,23,25,35.018,-82.15,958,Davis Vantage Pro2 (Wireless),64.068
TN,KTNCHATT88,Chattanooga,6 minutes,7,35.019,-85.404,755,AcuRite Pro Weather Center,95.675
TN,KTNCHATT87,Chattanooga,11,98,35.019,-85.2,697,Davis Vantage Pro2 (Wireless),86.145
TN,KTNCHATT94,Chattanooga,5,3,35.019,-85.339,1122,Ambient Weather WS-1001-WiFi (Wireless),94.833
SC,MD2309,Rock Hill,,5,35.02,-81.051,,,113.004
AR,KARBIGEL3,Bigelow,19,,35.02,-92.611,308,AcuRite Pro Weather Center,394.047
TN,KTNCHATT47,Chattanooga,2,257,35.022,-85.248,758,Davis Vantage Pro2 (Cabled),89.319
SC,KSCSPART26,Spartanburg,4 minutes,91,35.022,-81.948,896,Davis Vantage Pro2 (Wireless),69.949
TN,KTNMEMPH29,Memphis,2 minutes,50,35.023,-89.822,372,,281.344
TN,KTNFLINT3,Flintville,36,25,35.023,-86.482,853,AcuRite Pro Weather Center,139.754
SC,KSCFORTM14,Fort Mill,5,22,35.023,-80.872,600,AcuRite Pro Weather Center,120.7
SC,KSCFORTM31,Fort Mill,4,19,35.024,-80.862,636,AcuRite Pro Weather Center,121.261
TN,KTNOOLTE5,Ooltewah,16,37,35.026,-85.089,850,Vantage Pro2,78.151
TN,KTNFAYET4,Fayetteville,7,129,35.026,-86.554,925,Davis Vantage Pro 2,141.736
TN,KTNROSSV2,Rossville,4 minutes,69,35.029,-89.53,364,Davis Vantage Pro2 Plus (Wireless),268.585
AR,MUP493,Conway,1,,35.029,-92.415,282,,385.537
TN,KTNSTJOS2,St. Joseph,3,143,35.03,-87.504,796,Ambient Weather WS-900-IP (Wireless),182.817
TN,KTNCOPPE6,Copperhill,19,22,35.03,-84.36,1886,AcuRite Pro Weather Center,55.39
SC,KSCFORTM8,Fort Mill,31,5,35.03,-80.906,620,other,119.836
AR,MUP532,Ward,,,35.033,-91.943,229,,367.535
TN,KTNMIDDL3,Middleton,0,86,35.034,-88.961,564,Ambient Weather WS-1001-WiFi (Wireless),244.742
TN,KTNCOLLI12,Collierville,60,35,35.034,-89.706,331,AcuRite Pro Weather Center,275.2
TN,KTNCHATT83,Chattanooga,11,165,35.034,-85.3,673,Ambient Weather WS-900-IP (Wireless),92.294
TN,KTNCHATT14,Chattanooga,19,144,35.034,-85.125,804,Acurite,79.916
SC,KSCLITTL22,Little Chicago,4,12,35.034,-82.174,0,LaCrosse,65.504
TN,KTNOOLTE18,Ooltewah,18,27,35.035,-85.091,944,AcuRite Pro Weather Center,77.583
SC,KSCYORK11,York,9,51,35.035,-81.128,689,Ambient Weather WS-1001-WiFi (Wireless),111.984
TN,MELKT1,Ardmore,,6,35.036,-86.887,,,154.565
TN,KTNTURTL4,Turtletown,14 minutes,10,35.036,-84.381,1761,Netatmo,54.398
TN,KTNOOLTE14,Ooltewah,,28,35.036,-85.057,942,Tycon Power Systems ProWeatherStation,75.306
AR,KARCABOT2,Cabot,2 minutes,,35.036,-92.064,341,Ambient Weather WS-1001-WiFi (Wireless),372.84
TN,KTNCHATT23,Chattanooga,4,76,35.037,-85.125,797,AcuRite Pro Weather Center,79.691
SC,KSCINMAN11,Inman,22,16,35.038,-82.083,925,Ambient Weather WS-1400-IP (Wireless),67.505
TN,KTNOOLTE23,Ooltewah,18,34,35.039,-85.053,801,AcuRite Pro Weather Center,74.813
TN,KTNCHATT77,Chattanooga,6 minutes,31,35.039,-85.35,692,Davis Vantage Vue (Wireless),92.748
TN,ME2638,Flintville,,3,35.04,-86.531,,,139.523
TN,KTNCLEVE27,Cleveland,60,109,35.04,-84.853,853,Ambient Weather WS-1001-WiFi (Wireless),63.31
TN,KTNPROSP2,Prospect,9,65,35.041,-86.919,653,Acu-Link,155.675
SC,KSCTEGAC4,Tega Cay,13 minutes,46,35.041,-81.036,607,Ambient Weather WS-1001-WiFi (Wireless),115.686
SC,KSCFORTM32,Fort Mill,,16,35.041,-80.881,189,Davis Vantage Vue (Wireless),122.017
SC,KSCGREER37,Greer,3 minutes,17,35.042,-82.259,991,AcuRite Pro Weather Center,65.861
TN,KTNCOLLE5,Collegedale,13 minutes,161,35.043,-85.052,843,Davis Vantage Pro2 (Wireless),74.432
SC,MD0507,Tigerville,,5,35.043,-82.285,,,65.995
SC,KSCGREYR2,Grey Rock,2 minutes,24,35.044,-80.986,679,Netatmo,117.878
TN,KTNCHATT71,Chattanooga,6 minutes,25,35.045,-85.373,896,Ambient Weather WS-1400-IP (Wireless),92.375
SC,KSCTRAVE2,Travelers Rest,52,45,35.045,-82.446,1112,Ambient Weather WS-2080,56.802
SC,KSCCLEVE4,Cleveland,3,108,35.046,-82.658,1181,Ambient Weather WS-1400-IP (Wireless),40.65
SC,MC3462,Gramling,,7,35.047,-82.183,,,66.837
TN,MKMEG,Memphis,,3,35.05,-90,,,287.144
TN,KTNCOLLI19,Collierville,60,34,35.051,-89.71,348,AcuRite Pro Weather Center,273.704
TN,KTNCLEVE31,Cleveland,60,30,35.051,-84.901,922,AcuRite Pro Weather Center,64.789
TN,KTNCHATT98,Chattanooga,13,3,35.051,-85.293,708,Chattanooga-Hamilton County Air Pollution Control Bureau,90.676
AR,KARIONE2,Ione,,,35.053,-94.045,0,LaCrosse,446.912
SC,KSCFORTM39,Fort Mill,12 minutes,61,35.054,-80.912,634,AcuRite Pro Weather Center,121.913
SC,MTT380,Cleveland,,3,35.055,-82.67,,,40.48
TN,MRACT1,Chattanooga,,4,35.057,-85.388,,,91.274
TN,KTNCOLLI9,Collierville,60,83,35.058,-89.701,354,Davis Vantage Pro2 (Cabled),272.633
AR,ME6681,Conway,,,35.058,-92.535,,,387.221
AR,MDANA4,Danville,,,35.059,-93.395,,,420.483
TN,MMCAT1,Taft,,4,35.06,-86.59,,,139.514
TN,KTNGERMA23,Germantown,29,13,35.06,-89.766,357,Netatmo,275.266
SC,KSCINMAN9,Inman,22,42,35.061,-82.124,1060,AcuRite Pro Weather Center,69.182
TN,KTNCHATT38,Chattanooga,,259,35.062,-85.306,673,Ambient Weather WS-1001-WiFi (Wireless),89.789
AR,KARCONWA25,Conway,26,,35.062,-92.472,325,Ambient Weather WS-1001-WiFi (Wireless),384.363
AR,MC5899,Conway,,,35.064,-92.451,,,383.357
SC,KSCCLEVE5,Cleveland,3,32,35.069,-82.64,700,AcuRite Pro Weather Center,43.557
AR,KARCONWA39,Conway,11,,35.069,-92.361,302,AcuRite Pro Weather Center,379.485
AR,KARBEEBE6,Beebe,15,,35.069,-91.906,246,Ambient Weather WS-1400-IP (Wireless),362.382
TN,MALFT1,Ardmore,,4,35.07,-86.89,,,151.535
TN,KTNGERMA20,Germantown,30,16,35.07,-89.736,364,Davis Vantage Pro2 (Wireless),272.974
TN,KTNGERMA27,Germantown,6 minutes,74,35.07,-89.801,364,AcuRite Pro Weather Center,275.864
TN,KTNARDMO3,Ardmore,7 minutes,35,35.071,-86.819,823,AcuRite Pro Weather Center,148.008
TN,KTNTURTL6,Turtletown,14 minutes,16,35.072,-84.342,2211,Netatmo,51.191
TN,KTNTURTL3,Turtletown,31,8,35.072,-84.39,1660,Netatmo,50.325
TN,KTNGERMA6,Germantown,33,82,35.075,-89.77,312,Davis Vantage Vue,273.99
AR,MTODA4,Conway,,,35.075,-92.535,,,385.522
AR,MCNTA4,Ola,,,35.076,-93.203,,,411.872
TN,KTNGERMA40,Germantown,6 minutes,25,35.077,-89.78,0,Ambient Weather WS-1400-IP (Wireless),274.243
TN,KTNCHATT54,Chattanooga,33,102,35.077,-85.318,823,Davis Vantage Vue (Wireless),88.232
TN,KTNJASPE1,Jasper,,91,35.078,-85.631,636,Davis Vantage Pro 2,95.232
TN,KTNJASPE3,Jasper,6,130,35.078,-85.629,666,Davis Vantage Pro 2,95.161
TN,KTNGERMA13,Germantown,30,24,35.078,-89.762,360,Netatmo,273.343
TN,KTNCHATT90,Chattanooga,2 minutes,41,35.08,-85.181,705,Ambient Weather WS-1001-WiFi (Wireless),80.541
TN,KTNCHATT29,Chattanooga,0,33,35.08,-85.289,807,Netatmo,87.678
AR,KARHUNTI4,Huntington,1,,35.08,-94.26,712,AcuRite Pro Weather Center,451.374
TN,MCOTT1,Collierville,3,3,35.081,-89.651,295,,268.256
TN,MAT157,Chattanooga,,4,35.081,-85.19,,,81.127
TN,KTNGERMA22,Germantown,31,8,35.081,-89.738,341,Davis Vantage Pro2 (Cabled),271.992
TN,KTNGERMA14,Germantown,33,79,35.081,-89.745,340,Davis Vantage Pro2 (Wireless),272.3
SC,KSCFORTM40,Fort Mill,12 minutes,317,35.081,-80.964,630,AcuRite Pro Weather Center,122.447
SC,KSCCLOVE10,Clover,60,25,35.082,-81.085,820,AcuRite Pro Weather Center,118.228
AR,KARBEEBE7,Beebe,15,,35.082,-91.954,305,AcuRite Pro Weather Center,363.375
TN,MC9092,Memphis,,5,35.083,-89.767,,,273.082
TN,KTNKELSO3,Kelso,32,74,35.083,-86.451,997,AcuRite Pro Weather Center,132.538
TN,KTNGERMA47,Germantown,33,10,35.084,-89.773,344,AcuRite Pro Weather Center,273.253
TN,KTNCOLLI5,Collierville,60,109,35.084,-89.724,322,Davis Vantage Vue (Wireless),271.086
SC,KSCFORTM15,Fort Mill,16,63,35.084,-80.952,590,Netatmo,123.221
TN,KTNWHITE12,Whiteside,6 minutes,16,35.085,-85.363,1696,Netatmo,87.852
SC,MW54AX,Gramling,,8,35.086,-82.186,,,71.109
SC,KSCCLOVE5,Clover,60,43,35.086,-81.257,770,Netatmo,114.116
TN,KTNGERMA12,Germantown,30,7,35.087,-89.745,324,Netatmo,271.717
AR,KARCONWA34,Conway,10,,35.087,-92.279,319,AcuRite Pro Weather Center,374.698
AR,MW43AX,Caldwell,,,35.088,-90.706,,,311.138
TN,MAS385,Germantown,,5,35.09,-89.796,,,273.712
SC,MSC006,Marietta,,12,35.09,-82.448,,,59.092
AR,MUP507,Heth,37,,35.09,-90.4,206,,298.7
TN,KTNJASPE8,Jasper,6,46,35.091,-85.629,660,Ambient Weather WS-1001-WiFi (Wireless),93.833
SC,KSCINMAN13,Inman,23,50,35.091,-82.02,906,AcuRite Pro Weather Center,74.74
TN,KTNOOLTE21,Ooltewah,17,49,35.093,-85.086,835,Ambient Weather WS-1001-WiFi (Wireless),72.906
TN,KTNGERMA11,Germantown,6 minutes,63,35.093,-89.796,331,Ambient Weather WS-1000 (Wireless),273.423
SC,KSCMARIE1,Marietta,5 minutes,180,35.093,-82.491,1345,Davis Vantage Vue,55.975
AR,KARCONWA37,Conway,26,,35.093,-92.472,310,AcuRite Pro Weather Center,381.248
TN,KTNCHATT92,Chattanooga,1,48,35.094,-85.272,662,AcuRite Pro Weather Center,86.033
TN,KTNCHATT73,Chattanooga,23,32,35.095,-85.22,0,Netatmo,82.422
SC,KSCBLACK14,Blacksburg,7 minutes,23,35.095,-81.512,751,AcuRite Pro Weather Center,99.487
TN,KTNMEMPH118,Memphis,2,36,35.096,-89.879,591,Ambient Weather WS-1000 (Wireless),276.983
TN,KTNGERMA7,Germantown,6 minutes,79,35.096,-89.805,290,davis,273.544
SC,KSCCLOVE11,Clover,60,9,35.096,-81.1,684,AcuRite Pro Weather Center,119.216
TN,MOCAT1,Ocoee,,3,35.097,-84.654,,,49.624
TN,KTNCLEVE39,Cleveland,60,15,35.098,-84.911,994,AcuRite Pro Weather Center,61.256
SC,KSCCLOVE8,Clover,15,18,35.098,-81.079,0,Netatmo,120.082
TN,MD4237,Memphis,,3,35.099,-89.934,,,279.332
TN,KTNMCDON2,McDonald,35,29,35.099,-85.014,898,Netatmo,67.599
TN,KTNCLEVE14,Cleveland,60,228,35.1,-84.865,869,Ambient Weather WS-2080,58.468
SC,KSCCLOVE6,Clover,60,55,35.1,-81.186,771,AcuRite Pro Weather Center,117.238
TN,KTNLEOMA2,Leoma,0,90,35.101,-87.348,958,Davis Vantage Vue,170.42
TN,KTNBELVI5,Belvidere,3,21,35.101,-86.205,970,Davis Vantage Vue (Wireless),123.33
TN,KTNGERMA32,Germantown,6 minutes,21,35.102,-89.806,325,Bloomsky,273.014
TN,KTNCHATT25,Chattanooga,2 minutes,4,35.103,-85.162,892,Chattanooga-Hamilton County Air Pollution Control Bureau,77.619
SC,KSCTRAVE4,Travelers Rest,,44,35.103,-82.393,1151,Davis Vantage Vue,64.136
TN,KTNPULAS5,Pulaski,50,23,35.104,-86.999,663,Ambient Weather WS-1001-WiFi (Wireless),154.134
TN,KTNMOSCO3,Moscow,7,39,35.104,-89.434,443,Ambient Weather WS-1001-WiFi (Wireless),257.396
TN,KTNCHATT84,Chattanooga,2 minutes,35,35.104,-85.179,709,Davis Vantage Vue (Wireless),78.801
SC,KSCGAFFN1,Gaffney,7,69,35.104,-81.774,912,Davis Vantage Pro 2,85.502
AR,MBMRA4,Havana,,,35.105,-93.631,,,425.147
AR,MBONA4,Booneville,,,35.107,-93.924,,,437.507
TN,KTNFAYET10,Fayetteville,8,38,35.108,-86.662,761,Ambient Weather WS-2090 (Wireless),137.485
TN,KTNCHATT69,Chattanooga,30,133,35.108,-85.213,739,Ambient Weather WS-2090 (Wireless),81.074
SC,KSCGAFFN15,Gaffney,7,60,35.11,-81.736,853,other,87.935
TN,KTNSIGNA14,Signal Mountain,10,91,35.112,-85.343,1733,Ambient Weather WS-2090 (Wireless),84.634
TN,KTNOOLTE25,Ooltewah,17,16,35.113,-85.036,965,Ambient Weather WS-1001-WiFi (Wireless),68.015
TN,KTNOOLTE20,Ooltewah,20,62,35.113,-85.105,941,Ambient Weather WS-900-IP (Wireless),72.826
TN,KTNCHATT55,Chattanooga,11,18,35.113,-85.204,666,Netatmo,80.084
TN,MAS318,Monteagle,,3,35.114,-85.787,,,98.163
SC,KSCCAMPO6,Campobello,17,13,35.115,-82.049,820,Netatmo,76.555
TN,MGERT1,Germantown,,6,35.116,-89.801,,,271.442
TN,KTNLORET2,Loretto,33,3,35.116,-87.47,826,Tennessee Air Pollution Control Div.,172.815
TN,KTNCORDO18,Cordova,1,18,35.116,-89.769,313,AcuRite Pro Weather Center,269.985
AR,KARCONWA10,Conway,11,,35.116,-92.429,482,,377.278
TN,MW49AX,Huntland,,3,35.119,-86.265,,,124.109
TN,MC3980,Fayetteville,,5,35.119,-86.564,,,132.567
TN,KTNCHATT17,Chattanooga,,7,35.119,-85.252,732,Davis,83.184
TN,KTNCHATT97,Chattanooga,34,31,35.119,-85.304,692,AcuRite Pro Weather Center,83.473
AR,KARCONWA16,Conway,14,,35.119,-92.437,443,Davis Vantage Pro2 (Wireless),377.283
TN,MC9567,Chattanooga,,23,35.12,-85.332,1784,,83.629
TN,MD3847,Memphis,,19,35.121,-89.848,,,273.148
TN,KTNSIGNA15,Signal Mountain,8,29,35.121,-85.357,1712,AcuRite Pro Weather Center,83.821
TN,KTNCHATT20,Chattanooga,3,98,35.121,-85.388,640,other,84.279
TN,KTNSIGNA7,Signal Mountain,6,8,35.122,-85.363,1778,Netatmo,83.793
TN,KTNCHATT57,Chattanooga,17,596,35.122,-85.193,741,AcuRite Pro Weather Center,78.692
TN,ME0052,Chattanooga,,4,35.123,-85.117,,,73.008
TN,KTNCHATT5,Signal Mountain,12,82,35.124,-85.367,1620,Davis Vantage Pro,83.63
AR,MMOLA4,Perry,,,35.124,-92.786,,,391.227
TN,MTN017,Memphis,,4,35.125,-90.073,,,283.88
TN,KTNOOLTE9,Ooltewah,20,8,35.125,-85.077,764,Netatmo,70.002
TN,MMEMT1,Memphis,,6,35.127,-90.074,,,283.749
TN,KTNMEMPH53,Memphis,18 minutes,38,35.127,-89.907,321,Netatmo,275.393
TN,KTNMEMPH108,Memphis,8,31,35.127,-89.878,0,Netatmo,274
TN,KTNCLEVE26,Cleveland,60,198,35.127,-84.85,886,AcuRite Pro Weather Center,55.258
TN,KTNCHATT9,Chattanooga,2 minutes,59,35.127,-85.164,787,Davis,76.204
AR,MGEOA4,Searcy,,,35.127,-91.448,,,337.254
AR,MMORA4,Plumerville,,,35.127,-92.732,,,388.571
TN,KTNOOLTE27,Ooltewah,20,129,35.128,-85.042,758,AcuRite Pro Weather Center,67.334
TN,KTNMEMPH35,Memphis,,36,35.129,-89.872,331,Personal,273.525
TN,KTNMEMPH119,Memphis,9,85,35.129,-89.872,337,LaCrosse,273.525
TN,MPCFT1,Whiteside,60,32,35.13,-85.428,1918,,84.03
TN,MC4218,Cordova,31,12,35.13,-89.804,268,,270.24
TN,KTNCORDO19,Cordova,9,125,35.13,-89.783,342,Ambient Weather WS-1001-WiFi (Wireless),269.275
TN,KTNMEMPH25,Memphis,7 minutes,193,35.131,-89.974,320,Davis Vantage PRO2,278.307
SC,KSCCLOVE9,Clover,60,103,35.131,-81.065,676,Ambient Weather WS-1001-WiFi (Wireless),123.958
TN,KTNFARNE2,Farner,24,30,35.132,-84.336,1611,AcuRite Pro Weather Center,44.907
TN,KTNCHATT46,Chattanooga,7,168,35.132,-85.197,843,Ambient Weather WS-1400-IP (Wireless),78.376
TN,MW46AX,Shiloh,,3,35.133,-88.378,,,210.521
TN,MAS188,Hixson,,32,35.133,-85.2,,,78.543
SC,KSCTRAVE10,Travelers Rest,,530,35.133,-82.448,1119,Ambient Weather WS-900-IP (Wireless),61.723
AR,KARCONWA33,Conway,12,,35.133,-92.38,364,AcuRite Pro Weather Center,373.705
TN,KTNCHATT50,Chattanooga,2 minutes,9,35.134,-85.127,666,Netatmo,73.01
TN,KTNREDBA3,Red Bank,5,130,35.136,-85.269,878,,81.366
TN,KTNMEMPH74,Memphis,3 minutes,45,35.136,-89.995,291,Netatmo,278.893
TN,KTNHARRI13,Harrison,11 minutes,16,35.136,-85.124,675,Netatmo,72.658
TN,MD4336,Cordova,,4,35.137,-89.802,,,269.478
TN,KTNBELVI4,Belvidere,2,30,35.138,-86.168,1024,AcuRite Pro Weather Center,118.055
TN,MW48AX,Elkton,,3,35.139,-86.933,,,147.44
TN,MW44AX,Cordova,,3,35.139,-89.816,,,269.937
TN,KTNSIGNA10,Signal Mountain,8,8,35.139,-85.338,1952,Bloomsky,81.605
TN,MEAST1,Belvidere,,9,35.14,-86.19,,,119.363
TN,KTNSIGNA13,Signal Mountain,8,105,35.14,-85.335,1981,Ambient Weather WS-1001-WiFi (Wireless),81.46
TN,KTNCHATT24,Chattanooga,2 minutes,3,35.14,-85.17,666,Chattanooga-Hamilton County Air Pollution Control Bureau,75.837
SC,KSCLANDR9,Landrum,20,85,35.14,-82.296,1634,Ambient Weather WS-1400-IP (Wireless),73.848
TN,KTNCHATT67,Chattanooga,14,102,35.141,-85.187,768,Ambient Weather WS-1400-IP (Wireless),77.065
AR,MUP489,West Memphis,13,,35.141,-90.137,232,,284.525
TN,KTNOOLTE11,Ooltewah,21,17,35.142,-85.078,705,AcuRite Pro Weather Center,68.905
TN,KTNMEMPH114,Memphis,2 hours,76,35.142,-89.943,305,AcuRite Pro Weather Center,275.746
TN,KTNLEOMA3,Leoma,16,67,35.142,-87.344,928,,166.004
SC,MSC015,Kings Creek,,8,35.142,-81.508,,,103.542
SC,MKMSCX,Bowling Green,7 minutes,11,35.142,-81.333,783,,114.875
SC,KSCLANDR6,Landrum,20,29,35.142,-82.324,2195,Davis Vantage Vue (Wireless),71.751
SC,KSCLANDR5,Landrum,20,21,35.143,-82.223,1010,Ambient Weather WS-1001-WiFi (Wireless),77.16
AR,MBNVA4,Booneville,15,,35.143,-93.895,541,,432.861
TN,KTNOOLTE15,Ooltewah,20,11,35.144,-85.048,712,Davis Vantage Pro2 (Wireless),66.621
SC,KSCLANDR3,Landrum,21,351,35.144,-82.319,2375,Davis Vantage Pro 2,72.256
TN,KTNMEMPH91,Memphis,2 hours,64,35.145,-89.929,282,AcuRite Pro Weather Center,274.777
AR,MUP498,Hunter,7,,35.145,-91.077,219,,322.457
TN,KTNSEWAN2,Sewanee,11 minutes,883,35.146,-85.875,1854,Vantage Vue,99.679
TN,KTNCHATT61,Chattanooga,2 minutes,15,35.146,-85.153,810,AcuRite Pro Weather Center,74.18
AR,KARMORRI5,Morrilton,14 minutes,,35.147,-92.935,1000,AcuRite Pro Weather Center,395.787
TN,KTNCLEVE23,Cleveland,3,95,35.148,-84.859,1004,Davis Vantage Pro2 (Wireless),53.96
TN,KTNTENNE3,Hixson,6,60,35.149,-85.174,719,AcuRite Pro Weather Center,75.588
SC,KSCLANDR10,Landrum,19,18,35.149,-82.311,2231,AcuRite Pro Weather Center,73.166
SC,KSCBLACK5,Blacksburg,7 minutes,65,35.151,-81.561,785,,101.127
TN,KTNTENNE9,Tennessee,7,23,35.152,-85.174,778,Ambient Weather WS-1400-IP (Wireless),75.406
TN,KTNOOLTE26,Ooltewah,22,6,35.152,-85.054,702,AcuRite Pro Weather Center,66.497
TN,KTNMEMPH43,Memphis,6,6,35.152,-89.85,288,Memphis and Shelby County Health Department,270.302
TN,KTNFAYET7,Fayetteville,7,92,35.152,-86.576,709,Davis Vantage Pro2 Plus (Cabled),129.677
SC,KSCLANDR8,Landrum,19,79,35.153,-82.187,994,Davis Vantage Vue (Wireless),78.499
TN,MSHOT1,Shiloh,33 minutes,47,35.155,-88.322,406,,206.377
TN,KTNMEMPH81,Memphis,7 minutes,265,35.155,-89.989,282,Davis Vantage Pro2 (Wireless),276.835
TN,KTNMEMPH99,Memphis,4,3967,35.155,-90.049,230,Ambient Weather WS-1001-WiFi (Wireless),279.898
AR,MUP366,Garner,,,35.155,-91.767,223,,347.797
TN,MC2740,Memphis,,5,35.156,-89.829,,,268.929
TN,MBOCT1,Benton,8,8,35.156,-84.595,1318,,41.793
TN,MTS810,Benton,,73,35.156,-84.595,,,41.793
TN,MW45AX,Grand Junction,,4,35.157,-89.186,,,243.543
TN,KTNFAYET9,Fayetteville,7,57,35.157,-86.568,804,AcuRite Pro Weather Center,128.869
SC,KSCCLOVE13,Clover,60,24,35.157,-81.243,751,AcuRite Pro Weather Center,122.079
SC,KSCARROW2,Arrowwood,6,46,35.158,-81.877,0,LaCrosse,86.364
TN,MAR578,Memphis,,5,35.16,-89.916,,,272.737
TN,KTNMEMPH6,Memphis,2 hours,21,35.16,-89.916,334,Ambient Weather WS-2090 (Wireless),272.737
AR,ME2952,Menifee,,,35.16,-92.58,,,378.893
TN,MW51AX,Cleveland,,3,35.161,-84.76,,,47.433
TN,KTNHARRI3,Harrison,,66,35.161,-85.067,700,Vantage Pro2,66.832
TN,KTNCORDO16,Cordova,7 minutes,28,35.161,-89.802,0,Netatmo,267.187
SC,KSCBLACK4,Blacksburg,7 minutes,56,35.161,-81.547,748,AcuRite Pro Weather Center,102.796
AR,KARMORRI4,Morrilton,14 minutes,,35.161,-92.833,305,Davis Vantage Pro2 Plus (Wireless),389.754
TN,KTNTENNE4,Tennessee,8,17,35.162,-85.178,1027,Davis Vantage Vue (Wireless),75.116
TN,MQKTM1,Collinwood,,3,35.164,-87.718,,,178.036
TN,KTNCORDO17,Cordova,11 minutes,4,35.165,-89.804,346,Netatmo Weather Station,266.899
TN,KTNCORDO15,Cordova,11 minutes,79,35.165,-89.804,346,AcuRite Pro Weather Center,266.899
SC,MD5131,Campobello,,6,35.165,-82.089,,,81.119
TN,MD9943,Cordova,,3,35.166,-89.828,,,267.933
TN,KTNCORDO7,Cordova,1,61,35.166,-89.829,289,Ambient Weather WS-1001-WiFi (Wireless),267.98
TN,KTNCOWAN4,Cowan,4,28,35.167,-86.011,951,AcuRite Pro Weather Center,105.741
TN,KTNBENTO3,Benton,8 minutes,14,35.168,-84.659,741,Davis Vantage Pro2 (Cabled),42.425
TN,KTNSIGNA2,Signal Mountain,12,104,35.169,-85.336,2010,,78.281
AR,MUP243,West Memphis,12,,35.169,-90.164,223,,282.462
TN,KTNHIXSO9,Hixson,6,28,35.171,-85.202,685,other,76.463
TN,KTNEADS4,Eads,60,20,35.171,-89.571,456,AcuRite Pro Weather Center,256.042
TN,KTNCLEVE43,Cleveland,11 minutes,76,35.171,-84.935,814,Ambient Weather WS-1400-IP (Wireless),56.878
TN,KTNMIDDL5,Middle Valley,16,37,35.173,-85.225,873,Ambient Weather WS-1200-IP (Wireless),77.148
AR,MW41BX,Enola,,,35.174,-92.248,,,364.708
TN,KTNHARRI24,Harrison,11 minutes,6,35.175,-85.103,1026,AcuRite Pro Weather Center,68.604
SC,KSCCHESN2,Chesnee,3,47,35.175,-81.947,928,AcuRite Pro Weather Center,85.704
TN,KTNWHITW9,Whitwell,60,48,35.176,-85.544,659,AcuRite Pro Weather Center,82.19
TN,KTNCHATT93,Chattanooga,20,27,35.176,-85.271,663,Davis Vantage Pro2 (Wireless),76.945
TN,MAR680,Cordova,,5,35.177,-89.778,,,264.545
TN,KTNCLEVE20,Cleveland,60,129,35.177,-84.919,791,Ambient Weather WS-1001-WiFi (Wireless),55.361
TN,KTNCLEVE19,Cleveland,11 minutes,18,35.177,-84.872,846,Netatmo,52.34
TN,KTNCLEVE34,Cleveland,11 minutes,39,35.179,-84.844,0,Netatmo,50.46
TN,KTNHIXSO11,Hixson,4,64,35.182,-85.225,666,AcuRite Pro Weather Center,76.149
SC,MSC008,Landrum,,17,35.182,-82.157,,,81.989
TN,KTNHIXSO2,Hixson,6,122,35.183,-85.179,679,Davis Vantage Pro2,73.982
TN,KTNSIGNA4,Signal Mountain,,12,35.184,-85.307,1932,other,76.32
TN,KTNCORDO8,Cordova,11 minutes,25,35.184,-89.707,384,Davis Vantage Vue,260.635
TN,KTNHIXSO4,Hixson,4,155,35.185,-85.203,787,Davis Vantage Pro2 Plus (Wireless),75.763
TN,KTNECHOG2,Echo Glen,7,69,35.185,-85.261,0,Netatmo,75.9
TN,KTNWESTP2,Westpoint,58,62,35.186,-87.456,902,AcuRite Pro Weather Center,165.165
TN,KTNMEMPH50,Memphis,6,19,35.186,-89.842,285,Netatmo,266.707
TN,KTNMEMPH117,Memphis,32,49,35.188,-89.871,295,AcuRite Pro Weather Center,267.918
AR,MW40AX,Russellville,,,35.192,-93.069,,,395.4
TN,KTNMEMPH101,Memphis,36,71,35.193,-89.856,325,AcuRite Pro Weather Center,266.721
